route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1.101.1,1.101.H2740,1.101.11426484,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426490,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426492,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426498,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426504,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426486,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426488,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426494,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426496,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426500,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426502,"Collblanc",0,1.101.10501.1,1
1.104.1,1.104.H3466,1.104.11572206,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572208,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572210,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572212,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572214,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572216,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572218,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572220,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572222,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572226,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572228,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572230,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572232,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572236,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572240,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572242,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572246,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572250,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572252,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572254,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572256,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572260,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572262,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572264,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572266,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572270,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572274,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572276,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572280,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572284,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572286,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572288,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572290,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572224,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572234,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572238,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572244,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572248,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572258,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572268,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572272,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572278,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572282,"Gorg",0,1.104.10400.1,1
1.11.1,1.11.H3546,1.11.11599680,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599686,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599690,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599696,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599702,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599706,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599746,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599752,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599756,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599762,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599768,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599772,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599778,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599788,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599794,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599798,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599804,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599810,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599678,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599682,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599684,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599688,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599692,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599694,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599698,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599700,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599704,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599708,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599710,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599712,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599714,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599716,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599718,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599720,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599722,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599724,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599726,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599728,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599730,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599732,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599734,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599736,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599738,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599740,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599742,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599744,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599748,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599750,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599754,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599758,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599760,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599764,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599766,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599770,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599774,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599776,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599780,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599782,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599784,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599786,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599790,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599792,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599796,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599800,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599802,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599806,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599808,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599812,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599814,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599816,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599818,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599820,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599822,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599824,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599826,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599828,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599830,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599832,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599834,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599836,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599838,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599840,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599842,"Can Cuiàs",0,1.11.1100.1,1
1.3.1,1.3.H4010,1.3.11777682,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777688,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777696,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777702,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777803,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777809,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777811,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777817,"Trinitat Nova",0,1.3.300.1,1
1.5.1,1.5.H4013,1.5.11779457,"Vall d'Hebron",0,1.5.10502.1,1
1.3.1,1.3.H4010,1.3.11777684,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777686,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777690,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777692,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777694,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777698,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777700,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777704,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777706,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777805,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777807,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777813,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777815,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777819,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777821,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777823,"Trinitat Nova",0,1.3.300.1,1
1.2.1,1.2.H4020,1.2.11782705,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782707,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782709,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782711,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782713,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782715,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782723,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782727,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782729,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782733,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782699,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782701,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782703,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782717,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782719,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782721,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782725,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782731,"Paral·lel",1,1.2.200.2,1
1.101.1,1.101.H4027,1.101.11784986,"Collblanc",0,1.101.10501.1,1
1.104.1,1.104.H3466,1.104.11571862,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571864,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571868,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571872,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571874,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571878,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571882,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571884,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571886,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571888,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571890,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571892,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571894,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571896,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571898,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571900,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571902,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571904,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571906,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571908,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571910,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571912,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571914,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571916,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571918,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571920,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571924,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571928,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571930,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571932,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571934,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571938,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571940,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571942,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571944,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571948,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571866,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571870,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571876,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571880,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571922,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571926,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571936,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571946,"Gorg",0,1.104.10400.1,1
1.3.1,1.3.H4010,1.3.11777850,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777852,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777858,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777864,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777854,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777856,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777860,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777862,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777866,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777868,"Trinitat Nova",0,1.3.300.1,1
1.2.1,1.2.H4020,1.2.11782635,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782639,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782649,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782653,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782655,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782659,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782637,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782641,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782643,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782645,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782647,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782651,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782657,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782661,"Paral·lel",1,1.2.200.2,1
1.101.1,1.101.H2740,1.101.11426561,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426563,"Collblanc",0,1.101.10501.1,1
1.3.1,1.3.H4010,1.3.11777730,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777732,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777738,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777742,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777744,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777746,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777748,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777752,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777872,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777878,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777880,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777886,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777892,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777894,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777728,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777734,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777736,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777740,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777750,"Trinitat Nova",0,1.3.300.1,1
1.1.1,1.1.H4018,1.1.11781743,"Hospital de Bellvitge",1,1.1.100.2,1
1.3.1,1.3.H4010,1.3.11777870,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777874,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777876,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777882,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777884,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777888,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4010,1.3.11777890,"Trinitat Nova",0,1.3.300.1,1
1.2.1,1.2.H4020,1.2.11782541,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782545,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782547,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782549,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782553,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782561,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782565,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782567,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782574,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782576,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782580,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782590,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782594,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782596,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782600,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782667,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782671,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782673,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782677,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782685,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782689,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782691,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782693,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782697,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782537,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782539,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782543,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782551,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782555,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782557,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782559,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782563,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782569,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782572,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782578,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782582,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782584,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782586,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782588,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782592,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782598,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782602,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782663,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782665,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782669,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782675,"Paral·lel",1,1.2.200.2,1
1.2.1,1.2.H4020,1.2.11782679,"Paral·lel",1,1.2.200.2,1
